fips,country,state,county,level,lat,locationId,long,population,metrics.testPositivityRatio,metrics.testPositivityRatioDetails.source,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,unused1,unused2,metrics.icuCapacityRatio,riskLevels.overall,riskLevels.testPositivityRatio,riskLevels.caseDensity,riskLevels.contactTracerCapacityRatio,riskLevels.infectionRate,unused3,riskLevels.icuCapacityRatio,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,unused4,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,unused5,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,lastUpdatedDate,url,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio,metrics.weeklyNewCasesPer100k,hsa,hsaPopulation,actuals.hsaHospitalBeds.capacity,actuals.hsaHospitalBeds.currentUsageTotal,actuals.hsaHospitalBeds.currentUsageCovid,actuals.hsaIcuBeds.capacity,actuals.hsaIcuBeds.currentUsageTotal,actuals.hsaIcuBeds.currentUsageCovid,metrics.bedsWithCovidPatientsRatio,hsaName,actuals.hospitalBeds.weeklyCovidAdmissions,actuals.hsaHospitalBeds.weeklyCovidAdmissions,metrics.weeklyCovidAdmissionsPer100k,communityLevels.cdcCommunityLevel,communityLevels.canCommunityLevel,actuals.vaccinationsFall2022BivalentBooster,metrics.vaccinationsFall2022BivalentBoosterRatio
30060,US,,,cbsa,,iso1:us#cbsa:30060,,35723,,other,,,,,,,1.0,4,4,4,4,4,,3,9729,0,,,,12,12,0,,3,3,0,,0,,16035,13964,2024-07-21,,0.449,0.391,0,,4,5949,0.167,,,,1291,1165,11,149,133,2,,,4,9,,,,2748,0.077
30100,US,,,cbsa,,iso1:us#cbsa:30100,,216986,,other,,,,,,,,4,4,4,4,4,,4,52610,0,,,,665,509,25,,,,,,0,,,,2024-07-21,,,,0,,4,,,,,,3019,2264,6,339,232,3,,,47,16,,,,,
30140,US,,,cbsa,,iso1:us#cbsa:30140,,141793,,other,,,,,,,0.85,4,4,4,4,4,,2,46044,242,,,,159,114,1,,14,12,0,,0,,88112,79349,2024-07-21,,0.621,0.56,0,,4,37851,0.267,,,,1363,993,6,134,103,2,0.012,,4,8,,,0,,
30220,US,,,cbsa,,iso1:us#cbsa:30220,,23021,,other,,,,,,,,4,4,4,4,4,,4,8818,20,,,,29,3,0,,0,0,0,,0,,11331,9881,2024-07-21,,0.492,0.429,0,,4,3670,0.159,,,,1285,923,9,166,135,1,,,4,10,,,,1166,0.051
30260,US,,,cbsa,,iso1:us#cbsa:30260,,44923,,other,,,,,,,0.5,4,4,4,4,4,,0,13641,22,,,,123,72,1,,12,6,0,,0,,25658,23479,2024-07-21,,0.571,0.523,0,,4,13076,0.291,,,,902,719,15,132,101,3,0.009,,9,4,,,0,,
30280,US,,,cbsa,,iso1:us#cbsa:30280,,34375,,other,,,,,,,,4,4,4,4,4,,4,12889,0,,,,30,10,0,,,,,,0,,17605,15167,2024-07-21,,0.512,0.441,0,,4,6939,0.202,,,,369,227,1,56,21,1,,,5,5,,,,2747,0.08
30300,US,,,cbsa,,iso1:us#cbsa:30300,,62990,,other,,,,,,,0.75,4,4,4,4,4,,1,16419,0,,,,93,65,2,,11,8,1,,0,,39563,34376,2024-07-21,,0.628,0.546,0,,4,15191,0.241,,,,348,194,1,22,17,1,,,10,12,,,,8036,0.128
30340,US,,,cbsa,,iso1:us#cbsa:30340,,108277,,other,,,,,,,0.31,4,4,4,4,4,,0,28825,109,,,,302,167,2,,49,15,1,,0,,91196,79470,2024-07-21,,0.842,0.734,0,,4,45088,0.416,,,,399,219,0,56,20,0,0.006,,4,4,,,0,24887,0.23
30380,US,,,cbsa,,iso1:us#cbsa:30380,,46138,,other,,,,,,,0.27,4,4,4,4,4,,0,15302,128,,,,134,70,1,,10,2,0,,0,,24905,23358,2024-07-21,,0.54,0.506,0,,4,12512,0.271,,,,157,89,1,17,7,0,0.01,,4,4,8.7,,0,,
30420,US,,,cbsa,,iso1:us#cbsa:30420,,25585,,other,,,,,,,,4,4,4,4,4,,4,6543,0,,,,,,,,,,,,0,,,13063,2024-07-21,,,0.511,0,,4,6313,0.247,,,,466,322,3,53,38,2,,,,8,,,,2145,0.084
30460,US,,,cbsa,,iso1:us#cbsa:30460,,517056,,other,,,,,,,,4,4,4,4,4,,4,192657,291,,,,,,,,,,,,0,,395795,340218,2024-07-21,,0.765,0.658,0,,4,174832,0.338,,,,10908,8504,70,1626,1351,16,,,,30,,,,85051,0.164
30580,US,,,cbsa,,iso1:us#cbsa:30580,,21428,,other,,,,,,,0.61,4,4,4,4,4,,0,8530,11,,,,35,28,1,,5,3,0,,0,,14086,10687,2024-07-21,,0.657,0.499,0,,4,3204,0.15,,,,42,28,1,5,3,0,0.036,,4,4,,,0,897,0.042
30620,US,,,cbsa,,iso1:us#cbsa:30620,,102351,,other,,,,,,,0.62,4,4,4,4,4,,0,34446,230,,,,451,352,4,,62,39,1,,0,,49815,46579,2024-07-21,,0.487,0.455,0,,4,24782,0.242,,,,545,388,5,84,41,1,0.009,,4,4,4.6,,0,10166,0.099
30660,US,,,cbsa,,iso1:us#cbsa:30660,,28618,,other,,,,,,,,4,4,4,4,4,,4,12777,11,,,,25,15,1,,,,,,0,,16626,15651,2024-07-21,,0.581,0.547,0,,4,8416,0.294,,,,532,430,2,52,35,1,,,4,4,,,,3492,0.122
30700,US,,,cbsa,,iso1:us#cbsa:30700,,336374,,other,,,,,,,,4,4,4,4,4,,4,99891,153,,,,864,626,3,,,,,,0,,,230122,2024-07-21,,,0.684,0,,4,140743,0.418,,,,1846,1295,3,186,136,1,,,26,8,,,,69334,0.206
30780,US,,,cbsa,,iso1:us#cbsa:30780,,742384,,other,,,,,,,,4,4,4,4,4,,4,245066,1104,,,,,,,,,,,,0,,512258,433457,2024-07-21,,0.69,0.584,0,,4,211845,0.285,,,,16964,12462,121,2305,1844,25,,,,36,,,,102216,0.138
30820,US,,,cbsa,,iso1:us#cbsa:30820,,38632,,other,,,,,,,,4,4,4,4,4,,4,11305,0,,,,5,1,0,,,,,,0,,20540,18537,2024-07-21,,0.532,0.48,0,,4,9725,0.252,,,,285,196,1,32,26,0,,,5,4,,,,,
30860,US,,,cbsa,,iso1:us#cbsa:30860,,142165,,other,,,,,,,,4,4,4,4,4,,4,44476,0,,,,197,90,2,,15,,,,0,,97685,84209,2024-07-21,,0.687,0.592,0,,4,39695,0.279,,,,426,187,1,27,9,2,,,16,10,,,,16975,0.119
30900,US,,,cbsa,,iso1:us#cbsa:30900,,37689,,other,,,,,,,0.31,4,4,4,4,4,,0,14252,25,,,,25,7,2,,5,1,0,,0,,20365,18238,2024-07-21,,0.54,0.484,0,,4,8146,0.216,,,,132,67,0,20,9,1,,,9,16,,,,2544,0.067
30940,US,,,cbsa,,iso1:us#cbsa:30940,,148123,,other,,,,,,,,4,4,4,4,4,,4,67724,161,,,,397,257,,,,,,,0,,70595,62855,2024-07-21,,0.477,0.424,0,,4,25695,0.173,,,,1972,1205,8,144,102,2,,,,16,,,,8349,0.056
30980,US,,,cbsa,,iso1:us#cbsa:30980,,286657,,other,1.7,,0.53,0.7,,,,1,4,1,4,0,,4,59933,490,,,,,,,,,,,,0,,138460,121284,2024-07-21,,0.483,0.423,0,,1,47218,0.165,12.2,,,,,,,,,0.035,,,,7.0,,0,16913,0.059
31020,US,,,cbsa,,iso1:us#cbsa:31020,,110593,,other,,,,,,,1.0,4,4,4,4,4,,3,27547,130,,,,73,73,1,,7,7,1,,0,,74374,67940,2024-07-21,,0.673,0.614,0,,4,36681,0.332,,,,3624,3119,24,360,280,0,0.015,,6,5,5.4,,0,20594,0.186
31060,US,,,cbsa,,iso1:us#cbsa:31060,,19369,,other,,,,,,,0.21,4,4,4,4,4,,0,4600,0,,,,12,7,0,,4,0,0,,0,,15770,14460,2024-07-21,,0.814,0.747,0,,4,,,,,,314,237,6,35,22,0,,,5,5,,,,,
31080,US,,,cbsa,,iso1:us#cbsa:31080,,13214799,,other,,,,,,,0.7,4,4,4,4,4,,0,4542097,44011,,,,22694,17496,142,,2369,1669,12,,0,,11028429,9932259,2024-07-21,,0.835,0.752,0,30054666,4,6025130,0.456,,,,22694,17496,142,2369,1669,12,0.006,,123,123,0.9,,0,,
31140,US,,,cbsa,,iso1:us#cbsa:31140,,1265108,,other,,,,,,,,4,4,4,4,4,,4,455129,2512,,,,,,,,,,,,0,,920718,789945,2024-07-21,,0.728,0.624,0,,4,400867,0.317,,,,20315,16689,122,2218,1819,72,,,,394,,,,184432,0.146
31180,US,,,cbsa,,iso1:us#cbsa:31180,,322257,,other,,,,,,,0.81,4,4,4,4,4,,2,118327,1110,,,,1204,912,9,,166,135,1,,0,,183740,160284,2024-07-21,,0.57,0.497,0,,4,63867,0.198,,,,3855,2771,27,500,405,4,0.008,,10,30,3.1,,0,25007,0.078
31220,US,,,cbsa,,iso1:us#cbsa:31220,,29144,,other,,,,,,,0.67,4,4,4,4,4,,0,8473,0,,,,41,17,1,,6,4,1,,0,,18006,18196,2024-07-21,,0.618,0.624,0,,4,11328,0.389,,,,453,283,1,42,32,1,0.023,,5,4,,,0,3530,0.121
31260,US,,,cbsa,,iso1:us#cbsa:31260,,86715,,other,,,,,,,0.86,4,4,4,4,4,,3,13577,210,,,,170,145,1,,22,19,1,,0,,46693,41266,2024-07-21,,0.538,0.476,0,,4,17165,0.198,,,,253,220,0,34,29,0,0.006,,7,4,,,0,5375,0.062
31300,US,,,cbsa,,iso1:us#cbsa:31300,,130625,,other,,,,,,,0.8,4,4,4,4,4,,1,52641,254,,,,143,121,0,,15,12,0,,0,,62834,56922,2024-07-21,,0.481,0.436,0,,4,25499,0.195,,,,339,273,1,32,19,0,0.005,,4,4,3.1,,0,,
31340,US,,,cbsa,,iso1:us#cbsa:31340,,263566,,other,,,,,,,,4,4,4,4,4,,4,79661,216,,,,,,,,,,,,0,,149021,137501,2024-07-21,,0.565,0.522,0,304851,4,,,,,,8951,6393,42,906,785,12,,,,40,,,,,
31380,US,,,cbsa,,iso1:us#cbsa:31380,,29682,,other,,,,,,,0.12,4,4,4,4,4,,0,9230,0,,,,44,9,0,,7,0,0,,0,,16461,14838,2024-07-21,,0.555,0.5,0,,4,8460,0.285,,,,532,430,2,52,35,1,,,7,4,,,,4379,0.148
31420,US,,,cbsa,,iso1:us#cbsa:31420,,229996,,other,,,,,,,,4,4,4,4,4,,4,63115,491,,,,,,,,,,,,0,,124334,108295,2024-07-21,,0.541,0.471,0,,4,46402,0.202,,,,6312,4774,32,715,553,10,,,,30,,,,19322,0.084
31460,US,,,cbsa,,iso1:us#cbsa:31460,,157327,,other,,,,,,,,4,4,4,4,4,,4,55716,194,,,,106,3,2,,10,5,1,,0,,98593,88415,2024-07-21,,0.627,0.562,0,248568,4,44415,0.282,,,,1736,1579,25,177,142,2,,,7,19,,,,,
31500,US,,,cbsa,,iso1:us#cbsa:31500,,32308,,other,,,,,,,0.69,4,4,4,4,4,,0,11526,37,,,,54,32,0,,6,4,1,,0,,20608,18900,2024-07-21,,0.638,0.585,0,,4,9808,0.304,,,,131,90,0,14,8,1,0.016,,4,4,12.4,,1,3106,0.096
31540,US,,,cbsa,,iso1:us#cbsa:31540,,664865,,other,,,,,,,0.74,4,4,4,4,4,,1,220691,272,,,,1486,1183,12,,148,109,7,,0,,611603,558587,2024-07-21,,0.92,0.84,0,,4,392393,0.59,,,,5048,3905,24,501,362,7,,,42,25,,,,256147,0.385
31580,US,,,cbsa,,iso1:us#cbsa:31580,,44686,,other,,,,,,,1.0,4,4,4,4,4,,3,19300,23,,,,119,119,0,,10,10,1,,0,,26493,23966,2024-07-21,,0.593,0.536,0,,4,11220,0.251,,,,300,207,2,24,19,1,,,4,4,,,,4659,0.104
31620,US,,,cbsa,,iso1:us#cbsa:31620,,23457,,other,,,,,,,0.36,4,4,4,4,4,,0,7099,12,,,,26,13,0,,4,1,1,,0,,14777,12017,2024-07-21,,0.63,0.512,0,,4,4501,0.192,,,,69,56,0,8,5,1,,,6,6,,,,1557,0.066
31660,US,,,cbsa,,iso1:us#cbsa:31660,,50022,,other,,,,,,,0.43,4,4,4,4,4,,0,12415,0,,,,92,56,0,,8,3,1,,0,,38706,36315,2024-07-21,,0.774,0.726,0,,4,21955,0.439,,,,267,209,5,16,10,1,0.009,,7,4,,,0,8787,0.176
31680,US,,,cbsa,,iso1:us#cbsa:31680,,33771,,other,,,,,,,,4,4,4,4,4,,4,13448,10,,,,26,16,2,,0,0,0,,0,,17459,15230,2024-07-21,,0.517,0.451,0,,4,7179,0.213,,,,492,365,1,40,25,0,,,4,4,,,,3074,0.091
31700,US,,,cbsa,,iso1:us#cbsa:31700,,417025,,other,,,,,,,0.7,4,4,4,4,4,,0,122427,638,,,,827,667,2,,56,39,1,,0,,,,2024-07-21,,,,0,,4,,,,,,1202,962,3,88,63,0,0.003,,4,4,1.0,,0,,
31740,US,,,cbsa,,iso1:us#cbsa:31740,,130285,,other,,,,,,,,4,4,4,4,4,,4,35313,10,,,,210,86,3,,,,,,0,,,,2024-07-21,,,,0,,4,,,,,,1366,899,18,137,131,48,,,26,19,,,,,
31820,US,,,cbsa,,iso1:us#cbsa:31820,,78981,,other,,,,,,,0.65,4,4,4,4,4,,0,25453,21,,,,98,53,0,,14,9,1,,0,,53217,49519,2024-07-21,,0.674,0.627,0,,4,30401,0.385,,,,276,145,0,36,18,1,0.007,,4,4,,,0,15958,0.202
31860,US,,,cbsa,,iso1:us#cbsa:31860,,101927,,other,,,,,,,,4,4,4,4,4,,4,31582,0,,,,181,129,4,,,9,,,0,,68900,64943,2024-07-21,,0.676,0.637,0,,4,40186,0.394,,,,425,301,2,26,15,1,,,12,8,,,,22604,0.222
31900,US,,,cbsa,,iso1:us#cbsa:31900,,121154,,other,,,,,,,0.89,4,4,4,4,4,,3,39564,310,,,,258,192,1,,25,23,1,,0,,59222,56052,2024-07-21,,0.489,0.463,0,,4,30005,0.248,,,,331,224,2,33,30,1,0.006,,4,4,,,0,13377,0.11
31930,US,,,cbsa,,iso1:us#cbsa:31930,,59911,,other,,,,,,,0.64,4,4,4,4,4,,0,15669,48,,,,176,157,2,,12,7,0,,0,,38097,34615,2024-07-21,,0.636,0.578,0,,4,17326,0.289,,,,493,392,4,30,15,0,0.011,,5,5,8.3,,0,7726,0.129
31940,US,,,cbsa,,iso1:us#cbsa:31940,,63130,,other,,,,,,,,4,4,4,4,4,,4,22063,0,,,,,,,,,,,,0,,40185,35823,2024-07-21,,0.637,0.567,0,,4,18824,0.298,,,,266,133,1,46,17,1,,,,8,,,,9190,0.146
31980,US,,,cbsa,,iso1:us#cbsa:31980,,65769,,other,,,,,,,1.0,4,4,4,4,4,,3,21215,120,,,,85,51,0,,3,3,0,,0,,31991,28888,2024-07-21,,0.486,0.439,0,,4,13984,0.213,,,,128,73,1,7,3,0,0.007,,4,4,,,0,5112,0.078
32000,US,,,cbsa,,iso1:us#cbsa:32000,,45756,,other,,,,,,,0.14,4,4,4,4,4,,0,17487,0,,,,30,18,0,,7,1,0,,0,,25460,23989,2024-07-21,,0.556,0.524,0,,4,11854,0.259,,,,30,18,0,7,1,0,,,5,5,,,,,
32020,US,,,cbsa,,iso1:us#cbsa:32020,,65093,,other,,,,,,,0.51,4,4,4,4,4,,0,24800,73,,,,138,95,0,,9,4,1,,0,,35162,33008,2024-07-21,,0.54,0.507,0,,4,17756,0.273,,,,248,158,0,35,17,1,0.005,,4,4,,,0,7181,0.11
32100,US,,,cbsa,,iso1:us#cbsa:32100,,66699,,other,,,,,,,0.72,4,4,4,4,4,,1,19811,0,,,,204,149,3,,23,17,0,,0,,45912,44614,2024-07-21,,0.688,0.669,0,,4,28810,0.432,,,,292,182,3,30,17,0,0.015,,7,4,,,0,12357,0.185
32140,US,,,cbsa,,iso1:us#cbsa:32140,,25474,,other,,,,,,,0.14,4,4,4,4,4,,0,8360,0,,,,35,12,0,,4,0,0,,0,,16003,15003,2024-07-21,,0.628,0.589,0,,4,8096,0.318,,,,59,17,0,4,0,0,,,4,4,,,,3891,0.153
32180,US,,,cbsa,,iso1:us#cbsa:32180,,22761,,other,,,,,,,,4,4,4,4,4,,4,7274,0,,,,30,17,0,,0,1,0,,0,,12492,10939,2024-07-21,,0.549,0.481,0,,4,4575,0.201,,,,76,55,0,6,3,0,,,4,4,,,,2295,0.101
32260,US,,,cbsa,,iso1:us#cbsa:32260,,39369,,other,,,,,,,,4,4,4,4,4,,4,11534,0,,,,16,9,0,,,,,,0,,29753,27201,2024-07-21,,0.756,0.691,0,,4,16061,0.408,,,,16,9,0,,,,,,4,4,,,,8885,0.226
32280,US,,,cbsa,,iso1:us#cbsa:32280,,33328,,other,,,,,,,0.18,4,4,4,4,4,,0,11956,0,,,,54,14,0,,7,1,0,,0,,14820,13172,2024-07-21,,0.445,0.395,0,,4,6116,0.184,,,,159,34,0,25,1,0,,,4,5,,,,1929,0.058
32300,US,,,cbsa,,iso1:us#cbsa:32300,,63111,,other,,,,,,,,4,4,4,4,4,,4,21155,80,,,,,,,,,,,,0,,37745,34387,2024-07-21,,0.598,0.545,0,74692,4,,,,,,230,153,2,20,16,1,,,,10,,,,,
32340,US,,,cbsa,,iso1:us#cbsa:32340,,22092,,other,,,,,,,0.29,4,4,4,4,4,,0,7327,0,,,,27,16,1,,2,0,,,0,,12498,11166,2024-07-21,,0.566,0.505,0,,4,5198,0.235,,,,292,265,1,26,14,0,,,4,4,,,,2402,0.109
32380,US,,,cbsa,,iso1:us#cbsa:32380,,49831,,other,,,,,,,,4,4,4,4,4,,4,14871,0,,,,,,,,,,,,0,,34068,31714,2024-07-21,,0.684,0.636,0,,4,18752,0.376,,,,404,272,1,36,20,3,,,,8,,,,9949,0.2
32420,US,,,cbsa,,iso1:us#cbsa:32420,,94975,,other,15.5,,0.73,0.46,,,,2,4,2,4,0,,4,31083,0,,,,,,,,,,,,0,,83837,79463,2024-07-21,,0.883,0.837,0,,3,56217,0.592,108.4,,,,,,,,,0.009,,,,2.2,,0,11053,0.116
32460,US,,,cbsa,,iso1:us#cbsa:32460,,37266,,other,,,,,,,0.75,4,4,4,4,4,,1,13468,10,,,,107,53,1,,8,6,0,,0,,20047,17640,2024-07-21,,0.538,0.473,0,,4,8426,0.226,,,,527,363,2,55,32,1,0.012,,4,4,,,0,3400,0.091
32500,US,,,cbsa,,iso1:us#cbsa:32500,,17070,,other,,,,,,,0.26,4,4,4,4,4,,0,6208,0,,,,32,19,0,,6,1,0,,0,,10059,8992,2024-07-21,,0.589,0.527,0,,4,4572,0.268,,,,50,33,0,6,1,0,0.018,,5,5,,,0,1768,0.104
32540,US,,,cbsa,,iso1:us#cbsa:32540,,43654,,other,,,,,,,0.98,4,4,4,4,4,,3,14087,79,,,,96,56,2,,6,6,0,,0,,24548,20510,2024-07-21,,0.562,0.47,0,,4,9009,0.206,,,,112,64,2,6,6,0,0.025,,4,4,9.2,,0,3831,0.088
32580,US,,,cbsa,,iso1:us#cbsa:32580,,868707,,other,,,,,,,0.88,4,4,4,4,4,,3,269110,3737,,,,1747,1365,33,,167,146,4,,0,,1083123,697621,2024-07-21,,0.95,0.803,0,,4,247538,0.285,,,,1783,1383,33,167,146,4,0.019,,70,70,8.1,,0,118215,0.136
32620,US,,,cbsa,,iso1:us#cbsa:32620,,39288,,other,,,,,,,0.55,4,4,4,4,4,,0,12897,0,,,,116,69,1,,15,8,1,,0,,23728,20587,2024-07-21,,0.604,0.524,0,,4,8824,0.225,,,,169,83,1,16,9,1,,,4,4,,,,2369,0.06
32660,US,,,cbsa,,iso1:us#cbsa:32660,,41277,,other,,,,,,,0.66,4,4,4,4,4,,0,15928,10,,,,57,29,2,,8,5,0,,0,,19754,17600,2024-07-21,,0.479,0.426,0,,4,8422,0.204,,,,1021,664,1,120,68,0,,,4,4,,,,2642,0.064
32700,US,,,cbsa,,iso1:us#cbsa:32700,,28542,,other,,,,,,,0.27,4,4,4,4,4,,0,9678,30,,,,40,14,0,,7,1,0,,0,,18003,16474,2024-07-21,,0.631,0.577,0,,4,8810,0.309,,,,40,14,0,7,1,0,,,13,13,,,,4272,0.15
32740,US,,,cbsa,,iso1:us#cbsa:32740,,84629,,other,,,,,,,0.31,4,4,4,4,4,,0,25276,142,,,,225,85,0,,18,5,1,,0,,47203,42252,2024-07-21,,0.558,0.499,0,,4,20560,0.243,,,,225,85,0,18,5,1,0.003,,4,4,4.7,,0,,
32780,US,,,cbsa,,iso1:us#cbsa:32780,,220944,,other,,,,,,,0.88,4,4,4,4,4,,3,55269,283,,,,689,428,3,,69,61,0,,0,,148549,133223,2024-07-21,,0.672,0.603,0,,4,73911,0.335,,,,912,540,1,99,77,0,0.004,,5,5,,,0,36299,0.164
32820,US,,,cbsa,,iso1:us#cbsa:32820,,1346045,,other,,,,,,,,4,4,4,4,4,,4,435891,3764,,,,4110,2826,399,,,,,,0,,912684,763304,2024-07-21,,0.678,0.567,0,,4,332909,0.247,,,,26621,20677,50,2526,2031,6,,,,42,,,,122491,0.091
32860,US,,,cbsa,,iso1:us#cbsa:32860,,45368,,other,,,,,,,,4,4,4,4,4,,4,15730,0,,,,20,18,0,,,,,,0,,24721,23162,2024-07-21,,0.545,0.511,0,,4,14687,0.324,,,,367,254,1,21,18,1,,,5,4,,,,8408,0.185
32900,US,,,cbsa,,iso1:us#cbsa:32900,,277680,,other,,,,,,,0.7,4,4,4,4,4,,0,90774,518,,,,276,175,1,,24,16,1,,0,,180208,158668,2024-07-21,,0.649,0.571,0,439685,4,76293,0.275,,,,895,633,6,87,59,1,0.005,,6,24,2.2,,0,,
32940,US,,,cbsa,,iso1:us#cbsa:32940,,99408,,other,,,,,,,,4,4,4,4,4,,4,29791,128,,,,437,288,4,,,,,,0,,61240,53136,2024-07-21,,0.616,0.535,0,,4,19909,0.2,,,,1587,968,6,97,69,3,,,82,12,,,,5396,0.054
33020,US,,,cbsa,,iso1:us#cbsa:33020,,25388,,other,2.3,,1.04,1.2,,,,1,4,1,4,1,,4,6928,0,,,,11,2,1,,2,1,,,0,,11393,10064,2024-07-21,,0.449,0.396,0,,1,4974,0.196,15.8,,,11,2,1,2,1,,0.006,,4,4,1.4,,0,2452,0.097
33060,US,,,cbsa,,iso1:us#cbsa:33060,,31127,,other,,,,,,,0.6,4,4,4,4,4,,0,11807,32,,,,30,16,1,,5,3,0,,0,,15610,12810,2024-07-21,,0.501,0.412,0,,4,5393,0.173,,,,2510,1904,19,311,244,2,0.033,,4,18,,,0,2456,0.079
33100,US,,,cbsa,,iso1:us#cbsa:33100,,6166488,,other,,,,,,,0.75,4,4,4,4,4,,1,2800167,25069,,,,13938,9997,65,,1562,1166,7,,0,,5973137,4892130,2024-07-21,,0.95,0.793,0,,4,1978426,0.321,,,,26205,18536,123,2912,2192,10,0.005,,54,91,0.9,,0,680587,0.11
33140,US,,,cbsa,,iso1:us#cbsa:33140,,109888,,other,,,,,,,0.57,4,4,4,4,4,,0,32105,107,,,,219,163,1,,29,16,0,,0,,71213,64628,2024-07-21,,0.648,0.588,0,,4,32721,0.298,,,,232,169,1,29,16,0,0.007,,5,5,,,0,12149,0.111
33180,US,,,cbsa,,iso1:us#cbsa:33180,,26032,,other,,,,,,,0.43,4,4,4,4,4,,0,10969,0,,,,78,24,1,,11,4,1,,0,,14230,12344,2024-07-21,,0.547,0.474,0,,4,4921,0.189,,,,156,76,1,23,11,1,0.013,,6,6,,,0,1576,0.061
33220,US,,,cbsa,,iso1:us#cbsa:33220,,83156,,other,,,,,,,0.62,4,4,4,4,4,,0,23758,0,,,,260,221,1,,34,21,0,,0,,51836,50599,2024-07-21,,0.623,0.608,0,,4,30889,0.371,,,,343,257,1,42,23,0,0.004,,6,6,,,0,10778,0.13
33260,US,,,cbsa,,iso1:us#cbsa:33260,,182603,,other,,,,,,,0.88,4,4,4,4,4,,3,50129,214,,,,256,186,1,,48,42,0,,0,,94182,80245,2024-07-21,,0.516,0.439,0,,4,25162,0.138,,,,784,453,4,96,84,1,0.004,,7,14,3.8,,0,8347,0.046
33300,US,,,cbsa,,iso1:us#cbsa:33300,,53347,,other,,,,,,,,4,4,4,4,4,,4,13200,33,,,,,,,,,,,,0,,27860,24883,2024-07-21,,0.522,0.466,0,,4,11776,0.221,,,,220,114,1,24,11,1,,,,8,,,,5041,0.094
33340,US,,,cbsa,,iso1:us#cbsa:33340,,1575179,,other,,,,,,,0.77,4,4,4,4,4,,1,562304,2980,,,,3418,2654,34,,477,366,10,,0,,1199569,1084385,2024-07-21,,0.762,0.688,0,,4,635912,0.404,,,,13672,10616,99,1910,1465,29,0.011,,126,56,,,0,333608,0.212
33380,US,,,cbsa,,iso1:us#cbsa:33380,,38340,,other,,,,,,,0.96,4,4,4,4,4,,3,14933,0,,,,72,46,2,,7,6,0,,0,,19120,16981,2024-07-21,,0.499,0.443,0,,4,7629,0.199,,,,1613,1145,6,304,251,1,,,5,6,,,,2080,0.054
33420,US,,,cbsa,,iso1:us#cbsa:33420,,29189,,other,,,,,,,1.0,4,4,4,4,4,,3,7981,0,,,,39,22,1,,6,6,1,,0,,12349,10983,2024-07-21,,0.423,0.376,0,,4,4454,0.153,,,,63,30,1,6,6,1,,,24,24,,,,1733,0.059
33460,US,,,cbsa,,iso1:us#cbsa:33460,,3640043,,other,,,,,,,,4,4,4,4,4,,4,1138656,5264,,,,5157,4746,169,,,,,,0,,2816505,2595653,2024-07-21,,0.774,0.713,0,,4,1717212,0.472,,,,32106,29355,324,2590,2326,170,,,347,460,,,,1024482,0.281
33500,US,,,cbsa,,iso1:us#cbsa:33500,,75713,,other,,,,,,,,4,4,4,4,4,,4,26664,129,,,,,,,,,,,,0,,45549,39654,2024-07-21,,0.602,0.524,0,,4,16520,0.218,,,,327,258,4,36,30,1,,,,12,,,,7552,0.1
33540,US,,,cbsa,,iso1:us#cbsa:33540,,119600,,other,,,,,,,0.5,4,4,4,4,4,,0,34418,67,,,,349,232,3,,36,18,0,,0,,89056,80522,2024-07-21,,0.745,0.673,0,,4,46771,0.391,,,,462,287,4,42,22,0,,,4,4,,,,27872,0.233
33580,US,,,cbsa,,iso1:us#cbsa:33580,,23228,,other,,,,,,,,4,4,4,4,4,,4,7936,23,,,,,,,,,,,,0,,19226,14993,2024-07-21,,0.828,0.645,0,,4,6828,0.294,,,,163,66,1,12,3,1,,,,8,,,,3574,0.154
33620,US,,,cbsa,,iso1:us#cbsa:33620,,24748,,other,,,,,,,0.53,4,4,4,4,4,,0,7233,11,,,,33,23,0,,4,2,0,,0,,11448,9830,2024-07-21,,0.463,0.397,0,,4,4398,0.178,,,,1025,764,3,156,114,1,0.017,,4,4,,,0,2101,0.085
33660,US,,,cbsa,,iso1:us#cbsa:33660,,429536,,other,,,,,,,0.89,4,4,4,4,4,,3,140152,1440,,,,1506,1300,4,,181,161,0,,0,,270802,223427,2024-07-21,,0.63,0.52,0,,4,87669,0.204,,,,3956,3230,13,443,383,1,0.003,,4,16,0.9,,0,30239,0.07
33700,US,,,cbsa,,iso1:us#cbsa:33700,,550660,,other,,,,,,,0.66,4,4,4,4,4,,0,169876,1584,,,,540,399,5,,58,38,0,,0,,366111,333441,2024-07-21,,0.665,0.606,0,940426,4,171677,0.312,,,,895,633,6,87,59,1,0.01,,18,24,3.3,,0,,
